W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
loss,Justin Scoggins,2014-03-15,Will Campuzano,Justin Scoggins,3.106,3.891,0.714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Sergio Pettis,2013-11-16,Will Campuzano,Sergio Pettis,3.186,3.57,0.167,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Chris Cariaso,2011-01-22,Will Campuzano,Chris Cariaso,2.48,2.902,0.25,0.25,0.0,0.0,1.0,2.392,0.902,1.2,0.8,0.0,0.25,1.0,1000.0,1000.0
loss,Nick Pace,2010-12-04,Will Campuzano,Nick Pace,3.26,3.842,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Eddie Wineland,2010-06-20,Will Campuzano,Eddie Wineland,3.43,2.432,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Will Campuzano,2010-01-10,Will Campuzano,Coty Wheeler,2.903,4.839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Damacio Page,2009-10-10,Will Campuzano,Damacio Page,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
loss,Tanner Boser,2023-08-05,Aleksa Camur,Tanner Boser,5.071,2.951,0.4,0.6,0.667,0.0,1.0,2.4,14.4,0.0,0.0,0.0,0.0,1.0,1008.0,1000.0
loss,Nicolae Negumereanu,2021-06-19,Aleksa Camur,Nicolae Negumereanu,4.447,2.308,0.5,0.75,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,William Knight,2020-09-26,Aleksa Camur,William Knight,6.316,2.18,0.333,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Aleksa Camur,2020-01-18,Aleksa Camur,Justin Ledet,7.586,1.207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Aleksa Camur,2019-07-30,Aleksa Camur,Fabio Cherant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Kyoji Horiguchi,2015-09-26,Chico Camus,Kyoji Horiguchi,2.456,2.32,0.75,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,1000.0
loss,Henry Cejudo,2015-06-13,Chico Camus,Henry Cejudo,2.2,1.693,1.0,0.4,0.0,0.0,1.0,3.822,1.533,4.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Chico Camus,2014-11-22,Chico Camus,Brad Pickett,1.671,1.309,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Chris Holdsworth,2014-05-24,Chico Camus,Chris Holdsworth,1.672,1.196,1.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
nc,Draw,2014-01-25,Chico Camus,Yaotzin Meza,1.984,1.339,1.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Chico Camus,2013-08-31,Chico Camus,Kyung Ho Kang,2.05,1.416,1.5,0.5,0.0,0.0,1.0,1.067,2.0,5.0,0.0,0.0,0.0,1.0,984.0,1008.0
loss,Dustin Kimura,2013-02-02,Chico Camus,Dustin Kimura,2.133,1.467,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chico Camus,2012-08-11,Chico Camus,Dustin Pague,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
loss,Dave Beneteau,1995-04-07,Asbel Cancio,Dave Beneteau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jake Hadley,2022-11-05,Carlos Candelario,Jake Hadley,3.3,3.45,1.75,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Tatsuro Taira,2022-05-14,Carlos Candelario,Tatsuro Taira,4.2,3.333,1.667,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Victor Altamirano,2021-08-31,Carlos Candelario,Victor Altamirano,3.867,1.667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Carlos Candelario,2017-08-01,Carlos Candelario,Ronaldo Candido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Carlos Candelario,2017-08-01,Ronaldo Candido,Carlos Candelario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Chris Camozzi,2012-10-13,Luiz Cane,Chris Camozzi,5.387,4.477,0.111,0.4,0.6,0.0,1.0,3.07,2.531,0.0,0.6,0.4,0.2,1.0,1000.0,1000.0
loss,Stanislav Nedkov,2011-08-27,Luiz Cane,Stanislav Nedkov,5.542,4.273,0.125,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Luiz Cane,2011-03-19,Luiz Cane,Eliot Marshall,5.194,4.433,0.143,0.6,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Cyrille Diabate,2010-05-29,Luiz Cane,Cyrille Diabate,5.36,4.275,0.167,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Rogerio Nogueira,2009-11-21,Luiz Cane,Rogerio Nogueira,5.53,4.142,0.2,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Luiz Cane,2009-04-18,Luiz Cane,Steve Cantwell,4.918,3.102,0.333,0.667,1.0,0.0,1.0,5.845,2.982,0.4,0.8,0.5,0.5,1.0,1008.0,1000.0
win,Luiz Cane,2008-10-18,Luiz Cane,Rameau Thierry Sokoudjou,6.05,3.277,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Luiz Cane,2008-06-07,Luiz Cane,Jason Lambert,4.865,2.703,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,1000.0
loss,James Irvin,2007-12-29,Luiz Cane,James Irvin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Mario Bautista,2023-03-11,Guido Cannetti,Mario Bautista,3.636,2.912,1.1,0.6,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Guido Cannetti,2022-10-01,Guido Cannetti,Randy Costa,3.516,2.944,1.125,0.4,0.333,0.0,1.0,6.728,7.588,0.0,0.4,1.0,0.0,1.0,1008.0,1000.0
win,Guido Cannetti,2022-03-12,Guido Cannetti,Kris Moutinho,3.205,2.872,1.286,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1016.0
loss,Mana Martinez,2021-08-28,Guido Cannetti,Mana Martinez,2.854,2.17,1.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Batgerel Danaa,2020-03-07,Guido Cannetti,Batgerel Danaa,2.805,1.953,1.8,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
loss,Marlon Vera,2018-11-17,Guido Cannetti,Marlon Vera,2.667,1.682,1.75,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Guido Cannetti,2018-05-19,Guido Cannetti,Diego Rivas,3.231,1.803,2.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Kyung Ho Kang,2018-01-14,Guido Cannetti,Kyung Ho Kang,3.083,2.071,2.5,0.5,0.0,0.0,1.0,1.133,1.933,4.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Guido Cannetti,2015-08-01,Guido Cannetti,Hugo Viana,5.198,4.752,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Henry Briones,2014-11-15,Guido Cannetti,Henry Briones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Michael Page,2025-08-16,Jared Cannonier,Michael Page,4.564,4.406,0.4,0.6,0.583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Jared Cannonier,2025-02-15,Jared Cannonier,Gregory Rodrigues,4.458,4.31,0.368,0.4,0.545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
loss,Caio Borralho,2024-08-24,Jared Cannonier,Caio Borralho,4.578,4.119,0.389,0.6,0.545,0.0,1.0,5.023,3.07,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
loss,Nassourdine Imavov,2024-06-08,Jared Cannonier,Nassourdine Imavov,4.631,4.057,0.353,0.8,0.545,0.0,1.0,7.066,3.223,3.0,0.0,0.0,0.0,1.0,992.0,1000.0
win,Jared Cannonier,2023-06-17,Jared Cannonier,Marvin Vettori,3.993,3.794,0.125,0.6,0.6,0.0,1.0,7.6,6.52,1.0,1.0,0.0,0.0,1.0,991.0,1008.0
win,Jared Cannonier,2022-12-17,Jared Cannonier,Sean Strickland,3.752,3.46,0.133,0.6,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Israel Adesanya,2022-07-02,Jared Cannonier,Israel Adesanya,3.778,3.258,0.143,0.8,0.667,0.0,1.0,6.122,1.336,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Jared Cannonier,2022-02-12,Jared Cannonier,Derek Brunson,3.638,3.169,0.077,0.8,0.625,0.0,1.0,8.734,0.0,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Jared Cannonier,2021-08-21,Jared Cannonier,Kelvin Gastelum,3.727,3.082,0.083,0.6,0.714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Robert Whittaker,2020-10-24,Jared Cannonier,Robert Whittaker,3.757,2.846,0.091,0.6,0.714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Jared Cannonier,2019-09-28,Jared Cannonier,Jack Hermansson,3.675,2.797,0.1,0.6,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Jared Cannonier,2019-05-11,Jared Cannonier,Anderson Silva,3.681,2.859,0.111,0.4,0.6,0.0,1.0,2.549,2.143,1.0,0.5,1.0,0.0,1.0,1016.0,1000.0
win,Jared Cannonier,2018-11-03,Jared Cannonier,David Branch,3.617,2.936,0.125,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Dominick Reyes,2018-05-19,Jared Cannonier,Dominick Reyes,3.675,2.789,0.143,0.6,0.5,0.0,1.0,26.897,2.069,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Jan Blachowicz,2017-12-16,Jared Cannonier,Jan Blachowicz,4.139,2.659,0.167,0.8,0.5,0.0,1.0,3.734,3.821,1.0,0.5,0.0,1.0,1.0,1000.0,1000.0
win,Jared Cannonier,2017-07-07,Jared Cannonier,Nick Roehrick,3.473,2.743,0.0,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
loss,Glover Teixeira,2017-02-11,Jared Cannonier,Glover Teixeira,4.344,3.223,0.0,0.75,0.333,0.0,1.0,8.71,5.323,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Jared Cannonier,2016-12-03,Jared Cannonier,Ion Cutelaba,6.51,4.399,0.0,0.5,1.0,0.0,1.0,3.631,3.127,0.0,0.333,0.0,0.0,1.0,1008.0,1000.0
win,Jared Cannonier,2016-04-10,Jared Cannonier,Cyril Asker,3.39,4.068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Shawn Jordan,2015-01-03,Jared Cannonier,Shawn Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,4.733,1.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Hong Man Choi,2009-05-26,Jose Canseco,Hong Man Choi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ben Holscher,2009-05-15,Cody Canterbury,Ben Holscher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Kevin Ferguson,2007-11-10,Bo Cantrell,Kevin Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
loss,Riki Fukuda,2012-02-25,Steve Cantwell,Riki Fukuda,3.869,5.361,0.3,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Mike Massenzio,2011-10-08,Steve Cantwell,Mike Massenzio,3.895,5.393,0.333,0.2,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Cyrille Diabate,2011-03-03,Steve Cantwell,Cyrille Diabate,4.387,4.339,0.25,0.4,0.5,0.5,1.0,7.669,1.805,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Brian Stann,2009-09-16,Steve Cantwell,Brian Stann,5.046,4.79,0.286,0.6,0.5,0.5,1.0,3.211,5.518,0.0,0.667,1.0,0.0,1.0,1016.0,1000.0
loss,Luiz Cane,2009-04-18,Steve Cantwell,Luiz Cane,5.845,2.982,0.4,0.8,0.5,0.5,1.0,4.918,3.102,0.333,0.667,1.0,0.0,1.0,1008.0,1000.0
win,Steve Cantwell,2008-12-10,Steve Cantwell,Razak Al-Hassan,6.535,2.913,0.25,0.75,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,1000.0
win,Steve Cantwell,2008-08-03,Steve Cantwell,Brian Stann,8.416,2.715,0.333,0.667,0.5,0.5,1.0,5.263,3.158,0.0,1.0,1.0,0.0,1.0,974.0,1000.0
win,Steve Cantwell,2008-03-26,Steve Cantwell,Tim McKenzie,10.909,4.091,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Steve Cantwell,2007-08-05,Steve Cantwell,Justin McElfresh,4.39,7.317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Brian Stann,2007-03-24,Steve Cantwell,Brian Stann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,992.0,1008.0
loss,Ricky Steele,2019-08-20,Phil Caracappa,Ricky Steele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Laverne Clark,1999-01-08,Frank Caracci,Laverne Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1008.0,1000.0
loss,Cristiane Justino,2009-08-15,Gina Carano,Cristiane Justino,3.431,1.497,0.571,1.0,0.429,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Gina Carano,2008-10-04,Gina Carano,Kelly Kobold,3.595,1.464,0.5,1.0,0.5,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0
win,Gina Carano,2008-05-31,Gina Carano,Kaitlin Young,3.355,1.326,0.4,1.0,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.064,999.936
win,Gina Carano,2007-09-15,Gina Carano,Tonya Evinger,3.571,1.406,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,992.0
win,Gina Carano,2007-02-10,Gina Carano,Julie Kedzie,4.077,1.418,0.667,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
win,Gina Carano,2006-12-08,Gina Carano,Elaina Maxwell,5.868,0.946,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,1009.0
win,Gina Carano,2006-09-15,Gina Carano,Rosi Sexton,24.615,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0
win,Gina Carano,2006-06-10,Gina Carano,Leiticia Pestova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jr. Kazuhiro Nakamura,2004-02-01,Dos Caras,Jr. Kazuhiro Nakamura,0.0,3.913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.192,1000.0
loss,Jr. Mirko Filipovic,2003-10-05,Dos Caras,Jr. Mirko Filipovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Pedro Munhoz,2018-11-30,Bryan Caraway,Pedro Munhoz,2.176,3.072,1.786,0.6,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1016.0
loss,Cody Stamann,2018-03-03,Bryan Caraway,Cody Stamann,1.986,2.72,1.846,0.8,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Bryan Caraway,2016-05-29,Bryan Caraway,Aljamain Sterling,2.154,2.791,1.75,0.6,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,984.0
win,Bryan Caraway,2015-07-25,Bryan Caraway,Eddie Wineland,1.89,2.698,1.909,0.6,0.0,0.857,1.0,6.164,2.979,0.0,1.0,1.0,0.0,1.0,1000.0,984.0
loss,Raphael Assuncao,2014-10-04,Bryan Caraway,Raphael Assuncao,1.777,2.33,1.9,0.8,0.0,0.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Bryan Caraway,2014-06-07,Bryan Caraway,Erik Perez,1.837,2.399,1.889,0.6,0.0,0.833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1008.0
win,Bryan Caraway,2013-04-27,Bryan Caraway,Johnny Bedford,1.616,2.197,1.75,0.4,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,1000.0
loss,Takeya Mizugaki,2013-03-02,Bryan Caraway,Takeya Mizugaki,1.394,1.603,1.714,0.6,0.0,0.8,1.0,1.533,2.033,2.5,0.5,0.0,0.0,1.0,1000.0,1000.0
win,Bryan Caraway,2012-07-21,Bryan Caraway,Mitch Gagnon,1.509,1.421,1.5,0.6,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Bryan Caraway,2011-12-03,Bryan Caraway,Dustin Neace,1.24,1.267,1.2,0.6,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.0,1000.0
loss,Fredson Paixao,2010-08-18,Bryan Caraway,Fredson Paixao,0.452,0.317,0.75,0.75,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0
loss,Mark Hominick,2010-01-10,Bryan Caraway,Mark Hominick,0.109,0.219,0.667,1.0,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0
win,Bryan Caraway,2009-06-19,Bryan Caraway,Alex Zuniga,0.606,1.212,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,1000.0
win,Bryan Caraway,2008-06-27,Bryan Caraway,Alvin Cacdac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.667,1.0,1016.0,1000.0
loss,Ed Ratcliff,2009-08-09,Phil Cardella,Ed Ratcliff,1.6,1.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Danny Castillo,2009-03-01,Phil Cardella,Danny Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.752,1.101,0.667,0.333,1.0,0.0,1.0,995.0,1000.0
loss,Rolando Perez,2011-04-09,Edgar Cardenas,Rolando Perez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Sergio Pettis,2015-10-03,Chris Cariaso,Sergio Pettis,3.123,2.242,0.842,0.4,0.083,0.083,1.0,4.384,3.17,1.5,0.5,0.0,0.0,1.0,1008.0,1000.0
loss,Henry Cejudo,2015-03-14,Chris Cariaso,Henry Cejudo,3.351,2.092,0.941,0.6,0.083,0.083,1.0,4.8,1.667,0.0,1.0,0.0,0.0,1.0,1016.0,1000.0
loss,Demetrious Johnson,2014-09-27,Chris Cariaso,Demetrious Johnson,3.442,2.038,1.0,0.6,0.083,0.083,1.0,2.52,2.4,1.0,0.0,0.0,0.0,1.0,992.0,1000.0
win,Chris Cariaso,2014-05-10,Chris Cariaso,Louis Smolka,3.379,1.979,0.933,0.6,0.091,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.958382594359,988.7373592757447
win,Chris Cariaso,2014-02-01,Chris Cariaso,Danny Martinez,3.255,1.961,1.0,0.6,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Cariaso,2013-10-09,Chris Cariaso,Iliarde Santos,3.12,1.865,1.077,0.6,0.0,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.192,1000.0
loss,Jussier Formiga,2013-05-18,Chris Cariaso,Jussier Formiga,3.253,1.98,1.083,0.6,0.0,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,John Moraga,2012-12-29,Chris Cariaso,John Moraga,3.235,1.954,1.091,0.8,0.0,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Cariaso,2012-07-11,Chris Cariaso,Josh Ferguson,3.069,2.026,0.9,0.8,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Cariaso,2012-02-25,Chris Cariaso,Takeya Mizugaki,3.148,2.046,1.0,0.6,0.0,0.143,1.0,1.2,1.6,3.0,1.0,0.0,0.0,1.0,1009.0,1008.0
win,Chris Cariaso,2011-11-05,Chris Cariaso,Vaughan Lee,3.1,2.063,0.875,0.6,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Michael McDonald,2011-05-28,Chris Cariaso,Michael McDonald,3.13,2.051,0.857,0.8,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,984.0
win,Chris Cariaso,2011-01-22,Chris Cariaso,Will Campuzano,2.392,0.902,1.2,0.8,0.0,0.25,1.0,2.48,2.902,0.25,0.25,0.0,0.0,1.0,1000.0,1000.0
loss,Renan Barao,2010-12-16,Chris Cariaso,Renan Barao,2.531,0.929,1.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Cariaso,2010-06-20,Chris Cariaso,Rafael Rebello,1.799,0.843,1.667,1.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
win,Chris Cariaso,2008-06-27,Chris Cariaso,Anthony Figueroa,1.769,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.538,0.0,0.0,0.0,0.0,1.0,1032.0,992.0
win,Chris Cariaso,2007-06-22,Chris Cariaso,Anthony Figueroa,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Cariaso,2007-02-10,Chris Cariaso,Andrew Valladerez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0
win,Ronald Carillo,2011-04-01,Ronald Carillo,Adam Antolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1024.0
win,Rafael Carino,1996-05-17,Rafael Carino,Matt Andersen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
loss,Sam Oropeza,2011-02-12,Don Carlo-Clauss,Sam Oropeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,1000.0
loss,Junior Brad Tavares,2021-01-23,Antonio Carlos,Junior Brad Tavares,1.911,1.978,2.75,0.6,0.0,0.714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Junior Uriah Hall,2019-09-14,Antonio Carlos,Junior Uriah Hall,1.967,1.942,2.727,0.8,0.0,0.714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Junior Ian Heinisch,2019-05-18,Antonio Carlos,Junior Ian Heinisch,2.107,1.847,2.6,1.0,0.0,0.714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1008.0
win,Antonio Carlos,2018-04-14,Antonio Carlos,Junior Tim Boetsch,1.89,1.86,2.778,0.8,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1008.0
win,Antonio Carlos,2017-10-28,Antonio Carlos,Junior Jack Marshman,1.863,1.937,3.0,0.6,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Antonio Carlos,2017-06-03,Antonio Carlos,Junior Eric Spicely,1.915,1.938,3.286,0.6,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Antonio Carlos,2016-12-30,Antonio Carlos,Junior Marvin Vettori,1.925,1.939,3.167,0.4,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
